case_id,applicant_id,feature,coefficient,applicant_value,true_contribution,abs_contribution
339,SGC0340,present_residence=residence_at_least_7_years,0.20861609729914046,0.0,0.0,0.0
339,SGC0340,property=building_savings_agreement_or_life_insurance,-0.005830230409045623,0.0,-0.0,0.0
339,SGC0340,property=real_estate,0.6071684095827,0.0,0.0,0.0
339,SGC0340,purpose=business,-0.8212706923295527,0.0,-0.0,0.0
339,SGC0340,purpose=domestic_appliances,0.2369765040695151,0.0,0.0,0.0
339,SGC0340,purpose=furniture_or_equipment,-0.7090760876491436,0.0,-0.0,0.0
339,SGC0340,purpose=radio_or_television,-0.19696911094266628,0.0,-0.0,0.0
339,SGC0340,purpose=repairs,0.3015971279982569,0.0,0.0,0.0
339,SGC0340,purpose=retraining,-0.470444869972722,0.0,-0.0,0.0
339,SGC0340,purpose=used_car,-0.5521915592397337,0.0,-0.0,0.0
339,SGC0340,purpose=vacation,-0.5440597221124966,0.0,-0.0,0.0
339,SGC0340,savings=savings_100_to_below_500_DM,-0.3626509791420962,0.0,-0.0,0.0
339,SGC0340,savings=savings_at_least_1000_DM,-0.867372376683861,0.0,-0.0,0.0
339,SGC0340,savings=savings_below_100_DM,-0.19704210850975273,0.0,-0.0,0.0
339,SGC0340,status=checking_balance_0_to_below_200_DM,-0.9789646204084138,0.0,-0.0,0.0
339,SGC0340,status=checking_balance_below_0_DM,-0.23174541634376378,0.0,-0.0,0.0
339,SGC0340,telephone=telephone_under_customer_name,-0.3011228914387271,0.0,-0.0,0.0
158,SGC0159,foreign_worker=no,0.9246035243046511,1.0,0.9246035243046511,0.9246035243046511
158,SGC0159,installment_rate=installment_rate_below_20_percent,0.8178230443200483,1.0,0.8178230443200483,0.8178230443200483
158,SGC0159,duration_standardized,0.28731916216523185,2.2610028777234046,0.6496294524806667,0.6496294524806667
158,SGC0159,property=real_estate,0.6071684095827,1.0,0.6071684095827,0.6071684095827
158,SGC0159,job=skilled_employee_or_official,0.5538300295948082,1.0,0.5538300295948082,0.5538300295948082
158,SGC0159,credit_history=critical_account_or_other_credits_elsewhere,0.4888820980609399,1.0,0.4888820980609399,0.4888820980609399
158,SGC0159,other_installment_plans=none,-0.4805033248752125,1.0,-0.4805033248752125,0.4805033248752125
158,SGC0159,purpose=retraining,-0.470444869972722,1.0,-0.470444869972722,0.470444869972722
158,SGC0159,amount_standardized,0.4061854967970613,1.1453805699923574,0.4652369758440469,0.4652369758440469
158,SGC0159,present_residence=residence_4_to_below_7_years,0.4109739249104875,1.0,0.4109739249104875,0.4109739249104875
158,SGC0159,employment_duration=employed_at_least_7_years,-0.29104659250792164,1.0,-0.29104659250792164,0.29104659250792164
158,SGC0159,personal_status_sex=female_non_single_or_male_single,0.2431963319141824,1.0,0.2431963319141824,0.2431963319141824
158,SGC0159,status=checking_balance_below_0_DM,-0.23174541634376378,1.0,-0.23174541634376378,0.23174541634376378
158,SGC0159,people_liable=zero_to_two_people_liable,-0.21047507109692518,1.0,-0.21047507109692518,0.21047507109692518
158,SGC0159,age_standardized,-0.008126724248773495,2.0912917954362116,-0.01699535174523252,0.01699535174523252
158,SGC0159,credit_history=all_credits_at_this_bank_paid_back_duly,-1.3303229846342013,0.0,-0.0,0.0
158,SGC0159,credit_history=existing_credits_paid_back_duly_until_now,-0.8277684084263133,0.0,-0.0,0.0
158,SGC0159,credit_history=no_credits_taken_or_all_paid_back_duly,-0.05815394146192217,0.0,-0.0,0.0
158,SGC0159,employment_duration=employed_1_to_below_4_years,-0.14552020683267577,0.0,-0.0,0.0
158,SGC0159,employment_duration=employed_4_to_below_7_years,-0.8747210415994218,0.0,-0.0,0.0
158,SGC0159,employment_duration=employed_below_1_year,-0.09476375887446102,0.0,-0.0,0.0
158,SGC0159,housing=own,-0.32551765696821017,0.0,-0.0,0.0
158,SGC0159,housing=rent,-0.3798455549649004,0.0,-0.0,0.0
158,SGC0159,installment_rate=installment_rate_20_to_below_25_percent,0.46368428373970155,0.0,0.0,0.0
158,SGC0159,installment_rate=installment_rate_25_to_below_35_percent,0.24610323482427957,0.0,0.0,0.0
158,SGC0159,job=manager_self_employed_or_highly_qualified_employee,0.5540419368865822,0.0,0.0,0.0
158,SGC0159,job=unskilled_resident,0.41605252441361323,0.0,0.0,0.0
158,SGC0159,number_credits=at_least_six_credits,-0.07185452168977104,0.0,-0.0,0.0
158,SGC0159,number_credits=four_or_five_credits,0.16106543225053221,0.0,0.0,0.0
158,SGC0159,number_credits=two_or_three_credits,0.5681976567283473,0.0,0.0,0.0
158,SGC0159,other_debtors=co_applicant,0.3252315197738298,0.0,0.0,0.0
158,SGC0159,other_debtors=guarantor,-0.9594853868998601,0.0,-0.0,0.0
158,SGC0159,other_installment_plans=stores,-0.04370961426166877,0.0,-0.0,0.0
158,SGC0159,personal_status_sex=female_single,-0.16840957682648225,0.0,-0.0,0.0
158,SGC0159,personal_status_sex=male_married_or_widowed,-0.6176617098197196,0.0,-0.0,0.0
158,SGC0159,present_residence=residence_1_to_below_4_years,0.497191054749778,0.0,0.0,0.0
158,SGC0159,present_residence=residence_at_least_7_years,0.20861609729914046,0.0,0.0,0.0
158,SGC0159,property=building_savings_agreement_or_life_insurance,-0.005830230409045623,0.0,-0.0,0.0
158,SGC0159,property=car_or_other_property,0.457173614119592,0.0,0.0,0.0
158,SGC0159,purpose=business,-0.8212706923295527,0.0,-0.0,0.0
158,SGC0159,purpose=domestic_appliances,0.2369765040695151,0.0,0.0,0.0
158,SGC0159,purpose=furniture_or_equipment,-0.7090760876491436,0.0,-0.0,0.0
158,SGC0159,purpose=new_car,-1.5925077719116176,0.0,-0.0,0.0
158,SGC0159,purpose=radio_or_television,-0.19696911094266628,0.0,-0.0,0.0
158,SGC0159,purpose=repairs,0.3015971279982569,0.0,0.0,0.0
158,SGC0159,purpose=used_car,-0.5521915592397337,0.0,-0.0,0.0
158,SGC0159,purpose=vacation,-0.5440597221124966,0.0,-0.0,0.0
158,SGC0159,savings=savings_100_to_below_500_DM,-0.3626509791420962,0.0,-0.0,0.0
158,SGC0159,savings=savings_500_to_below_1000_DM,-1.1394261895710973,0.0,-0.0,0.0
158,SGC0159,savings=savings_at_least_1000_DM,-0.867372376683861,0.0,-0.0,0.0
158,SGC0159,savings=savings_below_100_DM,-0.19704210850975273,0.0,-0.0,0.0
158,SGC0159,status=checking_balance_0_to_below_200_DM,-0.9789646204084138,0.0,-0.0,0.0
158,SGC0159,status=checking_balance_at_least_200_DM_or_salary_account,-1.5420877384755476,0.0,-0.0,0.0
158,SGC0159,telephone=telephone_under_customer_name,-0.3011228914387271,0.0,-0.0,0.0
348,SGC0349,credit_history=all_credits_at_this_bank_paid_back_duly,-1.3303229846342013,1.0,-1.3303229846342013,1.3303229846342013
348,SGC0349,foreign_worker=no,0.9246035243046511,1.0,0.9246035243046511,0.9246035243046511
348,SGC0349,installment_rate=installment_rate_below_20_percent,0.8178230443200483,1.0,0.8178230443200483,0.8178230443200483
348,SGC0349,personal_status_sex=male_married_or_widowed,-0.6176617098197196,1.0,-0.6176617098197196,0.6176617098197196
348,SGC0349,number_credits=two_or_three_credits,0.5681976567283473,1.0,0.5681976567283473,0.5681976567283473
348,SGC0349,job=skilled_employee_or_official,0.5538300295948082,1.0,0.5538300295948082,0.5538300295948082
348,SGC0349,present_residence=residence_1_to_below_4_years,0.497191054749778,1.0,0.497191054749778,0.497191054749778
348,SGC0349,other_installment_plans=none,-0.4805033248752125,1.0,-0.4805033248752125,0.4805033248752125
348,SGC0349,property=car_or_other_property,0.457173614119592,1.0,0.457173614119592,0.457173614119592
348,SGC0349,housing=rent,-0.3798455549649004,1.0,-0.3798455549649004,0.3798455549649004
348,SGC0349,people_liable=zero_to_two_people_liable,-0.21047507109692518,1.0,-0.21047507109692518,0.21047507109692518
348,SGC0349,duration_standardized,0.28731916216523185,-0.7272633685990266,-0.2089567017393365,0.2089567017393365
348,SGC0349,amount_standardized,0.4061854967970613,-0.3901176790361461,-0.1584601432686135,0.1584601432686135
348,SGC0349,employment_duration=employed_1_to_below_4_years,-0.14552020683267577,1.0,-0.14552020683267577,0.14552020683267577
348,SGC0349,age_standardized,-0.008126724248773495,-0.5220183582944807,0.004242299250656687,0.004242299250656687
348,SGC0349,credit_history=critical_account_or_other_credits_elsewhere,0.4888820980609399,0.0,0.0,0.0
348,SGC0349,credit_history=existing_credits_paid_back_duly_until_now,-0.8277684084263133,0.0,-0.0,0.0
348,SGC0349,credit_history=no_credits_taken_or_all_paid_back_duly,-0.05815394146192217,0.0,-0.0,0.0
348,SGC0349,employment_duration=employed_4_to_below_7_years,-0.8747210415994218,0.0,-0.0,0.0
348,SGC0349,employment_duration=employed_at_least_7_years,-0.29104659250792164,0.0,-0.0,0.0
348,SGC0349,employment_duration=employed_below_1_year,-0.09476375887446102,0.0,-0.0,0.0
348,SGC0349,housing=own,-0.32551765696821017,0.0,-0.0,0.0
348,SGC0349,installment_rate=installment_rate_20_to_below_25_percent,0.46368428373970155,0.0,0.0,0.0
348,SGC0349,installment_rate=installment_rate_25_to_below_35_percent,0.24610323482427957,0.0,0.0,0.0
348,SGC0349,job=manager_self_employed_or_highly_qualified_employee,0.5540419368865822,0.0,0.0,0.0
348,SGC0349,job=unskilled_resident,0.41605252441361323,0.0,0.0,0.0
348,SGC0349,number_credits=at_least_six_credits,-0.07185452168977104,0.0,-0.0,0.0
348,SGC0349,number_credits=four_or_five_credits,0.16106543225053221,0.0,0.0,0.0
348,SGC0349,other_debtors=co_applicant,0.3252315197738298,0.0,0.0,0.0
348,SGC0349,other_debtors=guarantor,-0.9594853868998601,0.0,-0.0,0.0
348,SGC0349,other_installment_plans=stores,-0.04370961426166877,0.0,-0.0,0.0
348,SGC0349,personal_status_sex=female_non_single_or_male_single,0.2431963319141824,0.0,0.0,0.0
348,SGC0349,personal_status_sex=female_single,-0.16840957682648225,0.0,-0.0,0.0
348,SGC0349,present_residence=residence_4_to_below_7_years,0.4109739249104875,0.0,0.0,0.0
348,SGC0349,present_residence=residence_at_least_7_years,0.20861609729914046,0.0,0.0,0.0
348,SGC0349,property=building_savings_agreement_or_life_insurance,-0.005830230409045623,0.0,-0.0,0.0
348,SGC0349,property=real_estate,0.6071684095827,0.0,0.0,0.0
348,SGC0349,purpose=business,-0.8212706923295527,0.0,-0.0,0.0
348,SGC0349,purpose=domestic_appliances,0.2369765040695151,0.0,0.0,0.0
348,SGC0349,purpose=furniture_or_equipment,-0.7090760876491436,0.0,-0.0,0.0
348,SGC0349,purpose=new_car,-1.5925077719116176,0.0,-0.0,0.0
348,SGC0349,purpose=radio_or_television,-0.19696911094266628,0.0,-0.0,0.0
348,SGC0349,purpose=repairs,0.3015971279982569,0.0,0.0,0.0
348,SGC0349,purpose=retraining,-0.470444869972722,0.0,-0.0,0.0
348,SGC0349,purpose=used_car,-0.5521915592397337,0.0,-0.0,0.0
348,SGC0349,purpose=vacation,-0.5440597221124966,0.0,-0.0,0.0
348,SGC0349,savings=savings_100_to_below_500_DM,-0.3626509791420962,0.0,-0.0,0.0
348,SGC0349,savings=savings_500_to_below_1000_DM,-1.1394261895710973,0.0,-0.0,0.0
348,SGC0349,savings=savings_at_least_1000_DM,-0.867372376683861,0.0,-0.0,0.0
348,SGC0349,savings=savings_below_100_DM,-0.19704210850975273,0.0,-0.0,0.0
348,SGC0349,status=checking_balance_0_to_below_200_DM,-0.9789646204084138,0.0,-0.0,0.0
348,SGC0349,status=checking_balance_at_least_200_DM_or_salary_account,-1.5420877384755476,0.0,-0.0,0.0
348,SGC0349,status=checking_balance_below_0_DM,-0.23174541634376378,0.0,-0.0,0.0
348,SGC0349,telephone=telephone_under_customer_name,-0.3011228914387271,0.0,-0.0,0.0
